1749746065.982742 server started (27205): version 3.5a, socket /tmp/tmux-1000/default, protocol 8
1749746065.982808 on Linux 6.6.87.1-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Mon Apr 21 17:08:54 UTC 2025
1749746065.982819 using libevent 2.1.12-stable poll
1749746065.982825 using ncurses 6.5 20250125
1749746066.266226 peer 0x70b893f3ed40 message 105
1749746066.266229 client 0x70b893eda800 IDENTIFY_ENVIRON DISPLAY=:0
1749746066.266231 peer 0x70b893f3ed40 message 105
1749746066.266234 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_battery_hbar_palette=gradient
1749746066.266237 peer 0x70b893f3ed40 message 105
1749746066.266239 client 0x70b893eda800 IDENTIFY_ENVIRON SHLVL=1
1749746066.266242 peer 0x70b893f3ed40 message 105
1749746066.266246 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_uninstall_plugins_on_reload=true
1749746066.266248 peer 0x70b893f3ed40 message 105
1749746066.266251 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_urlscan_options=--compact --dedupe
1749746066.266253 peer 0x70b893f3ed40 message 105
1749746066.266257 client 0x70b893eda800 IDENTIFY_ENVIRON PAGER=less
1749746066.266259 peer 0x70b893f3ed40 message 105
1749746066.266262 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_window_status_activity_bg=default
1749746066.266264 peer 0x70b893f3ed40 message 105
1749746066.266267 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_status_left_fg=#080808,#e4e4e4,#080808
1749746066.266270 peer 0x70b893f3ed40 message 105
1749746066.266273 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_root=!
1749746066.266275 peer 0x70b893f3ed40 message 105
1749746066.266278 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_status_right_fg=#8a8a8a,#e4e4e4,#080808
1749746066.266280 peer 0x70b893f3ed40 message 105
1749746066.266298 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_message_command_fg=#ffff00
1749746066.266301 peer 0x70b893f3ed40 message 105
1749746066.266304 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_prefix=\342\214\250
1749746066.266307 peer 0x70b893f3ed40 message 105
1749746066.266310 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_pairing_bg=none
1749746066.266312 peer 0x70b893f3ed40 message 105
1749746066.266315 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_status_fg=#8a8a8a
1749746066.266318 peer 0x70b893f3ed40 message 105
1749746066.266320 client 0x70b893eda800 IDENTIFY_ENVIRON TMUX_PROGRAM=/usr/bin/tmux
1749746066.266323 peer 0x70b893f3ed40 message 105
1749746066.266326 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_24b_colour=auto
1749746066.266328 peer 0x70b893f3ed40 message 105
1749746066.266331 client 0x70b893eda800 IDENTIFY_ENVIRON XDG_RUNTIME_DIR=/run/user/1000/
1749746066.266334 peer 0x70b893f3ed40 message 105
1749746066.266337 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_window_status_current_fg=#080808
1749746066.266339 peer 0x70b893f3ed40 message 105
1749746066.266342 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_mouse=\342\206\227
1749746066.266344 peer 0x70b893f3ed40 message 105
1749746066.266348 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_window_status_bell_attr=blink,bold
1749746066.266350 peer 0x70b893f3ed40 message 105
1749746066.266353 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_battery_status_charging=\342\206\221
1749746066.266355 peer 0x70b893f3ed40 message 105
1749746066.266358 client 0x70b893eda800 IDENTIFY_ENVIRON WSLENV=WT_SESSION:WT_PROFILE_ID:
1749746066.266361 peer 0x70b893f3ed40 message 105
1749746066.266364 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_window_bg=default
1749746066.266366 peer 0x70b893f3ed40 message 105
1749746066.266369 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_root_bg=none
1749746066.266371 peer 0x70b893f3ed40 message 105
1749746066.266374 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_pane_border_style=thin
1749746066.266377 peer 0x70b893f3ed40 message 105
1749746066.266379 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_status_right_attr=none,none,bold
1749746066.266382 peer 0x70b893f3ed40 message 105
1749746066.266385 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_message_command_attr=bold
1749746066.266387 peer 0x70b893f3ed40 message 105
1749746066.266390 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_new_pane_retain_current_path=true
1749746066.266399 peer 0x70b893f3ed40 message 105
1749746066.266403 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_status_left= \357\214\247 #S |  \357\222\274 #{cpu_percentage} | \356\277\205 #{ram_percentage} 
1749746066.266405 peer 0x70b893f3ed40 message 105
1749746066.266417 client 0x70b893eda800 IDENTIFY_ENVIRON PATH=/home/sergiop/.local/bin:/home/sergiop/go/bin:/home/sergiop/.local/bin:/home/sergiop/.local/bin:/home/sergiop/go/bin:/home/sergiop/.local/bin:/home/sergiop/.local/bin:/home/sergiop/.local/bin:/home/sergiop/.local/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/usr/lib/wsl/lib:/mnt/c/WINDOWS/system32:/mnt/c/WINDOWS:/mnt/c/WINDOWS/System32/Wbem:/mnt/c/WINDOWS/System32/WindowsPowerShell/v1.0/:/mnt/c/WINDOWS/System32/OpenSSH/:/mnt/c/Program Files/Git/cmd:/mnt/c/Program Files/Microsoft SQL Server/150/Tools/Binn/:/mnt/c/Program Files/Microsoft SQL Server/Client SDK/ODBC/170/Tools/Binn/:/mnt/c/Program Files/dotnet/:/mnt/c/Program Files (x86)/Windows Kits/10/Windows Performance Toolkit/:/mnt/c/Users/Sergio Pozo/AppData/Local/Programs/Eclipse Adoptium/jdk-21.0.6.7-hotspot/bin:/mnt/c/Users/Sergio Pozo/AppData/Local/Microsoft/WindowsApps:/mnt/c/Users/Sergio Pozo/AppData/Local/Programs/Microsoft VS Code/bin:/mnt/c/Users/Sergio Pozo/.dotnet/tools:/home/sergiop/Downloads/fzf/bin
1749746066.266420 peer 0x70b893f3ed40 message 105
1749746066.266423 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_synchronized_fg=none
1749746066.266425 peer 0x70b893f3ed40 message 105
1749746066.266428 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_pairing_attr=none
1749746066.266430 peer 0x70b893f3ed40 message 105
1749746066.266433 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_prefix_attr=none
1749746066.266435 peer 0x70b893f3ed40 message 105
1749746066.266438 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_battery_vbar_palette=gradient
1749746066.266441 peer 0x70b893f3ed40 message 105
1749746066.266443 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_highlight_focused_pane=false
1749746066.266446 peer 0x70b893f3ed40 message 105
1749746066.266449 client 0x70b893eda800 IDENTIFY_ENVIRON DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus
1749746066.266451 peer 0x70b893f3ed40 message 105
1749746066.266454 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_colour_13=#e4e4e4
1749746066.266457 peer 0x70b893f3ed40 message 105
1749746066.266460 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_colour_12=#8a8a8a
1749746066.266462 peer 0x70b893f3ed40 message 105
1749746066.266465 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_colour_11=#5fff00
1749746066.266467 peer 0x70b893f3ed40 message 105
1749746066.266470 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_colour_10=#ff00af
1749746066.266472 peer 0x70b893f3ed40 message 105
1749746066.266475 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_colour_17=#e4e4e4
1749746066.266477 peer 0x70b893f3ed40 message 105
1749746066.266480 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_colour_16=#d70000
1749746066.266483 peer 0x70b893f3ed40 message 105
1749746066.266485 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_mode_attr=bold
1749746066.266488 peer 0x70b893f3ed40 message 105
1749746066.266491 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_colour_15=#080808
1749746066.266493 peer 0x70b893f3ed40 message 105
1749746066.266496 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_colour_14=#080808
1749746066.266498 peer 0x70b893f3ed40 message 105
1749746066.266501 client 0x70b893eda800 IDENTIFY_ENVIRON HOSTTYPE=x86_64
1749746066.266504 peer 0x70b893f3ed40 message 105
1749746066.266506 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_battery_bar_length=auto
1749746066.266509 peer 0x70b893f3ed40 message 105
1749746066.266512 client 0x70b893eda800 IDENTIFY_ENVIRON WINDIR=/mnt/c/Users/Sergio Pozo
1749746066.266514 peer 0x70b893f3ed40 message 105
1749746066.266517 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_new_session_prompt=false
1749746066.266519 peer 0x70b893f3ed40 message 105
1749746066.266528 client 0x70b893eda800 IDENTIFY_ENVIRON PULSE_SERVER=unix:/mnt/wslg/PulseServer
1749746066.266530 peer 0x70b893f3ed40 message 105
1749746066.266533 client 0x70b893eda800 IDENTIFY_ENVIRON WT_PROFILE_ID={46ca431a-3a87-5fb3-83cd-11ececc031d2}
1749746066.266536 peer 0x70b893f3ed40 message 105
1749746066.266539 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_new_pane_reconnect_ssh=false
1749746066.266541 peer 0x70b893f3ed40 message 105
1749746066.266544 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_new_window_retain_current_path=false
1749746066.266546 peer 0x70b893f3ed40 message 105
1749746066.266549 client 0x70b893eda800 IDENTIFY_ENVIRON OLDPWD=/home/sergiop/Downloads
1749746066.266552 peer 0x70b893f3ed40 message 105
1749746066.266555 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_message_bg=#ffff00
1749746066.266557 peer 0x70b893f3ed40 message 105
1749746066.266560 client 0x70b893eda800 IDENTIFY_ENVIRON _=/usr/bin/tmux
1749746066.266563 peer 0x70b893f3ed40 message 106
1749746066.266565 client 0x70b893eda800 name is client-27297
1749746066.266571 cmdq_next <global>: waiting
1749746066.266573 cmdq_next </dev/pts/0>: waiting
1749746066.266575 cmdq_next <client-27227>: waiting
1749746066.266577 cmdq_next <client-27297>: empty
1749746066.266606 peer 0x70b893f3ed40 message 200
1749746066.266609 cmd_unpack_argv: argv[0]=show-option
1749746066.266611 cmd_unpack_argv: argv[1]=-gqv
1749746066.266612 cmd_unpack_argv: argv[2]=@sidebar-tree-focus
1749746066.266615 cmd_parse_build_commands 0:0: show-option
1749746066.266617 cmd_parse_build_commands 0:1: -gqv
1749746066.266619 cmd_parse_build_commands 0:2: @sidebar-tree-focus
1749746066.266624 args_parse_flags: next -gqv
1749746066.266626 args_parse_flags: -g
1749746066.266628 args_parse_flags: -q
1749746066.266630 args_parse_flags: -v
1749746066.266632 args_parse_flags: next @sidebar-tree-focus
1749746066.266634 args_parse: flags end at 2 of 3
1749746066.266636 args_parse: 2 = @sidebar-tree-focus (type STRING)
1749746066.266640 cmd_parse_build_commands: show-options -gqv @sidebar-tree-focus
1749746066.266643 cmdq_get_command: [show-options/0x70b893ea2c00] group 3233
1749746066.266645 cmdq_append <client-27297>: [show-options/0x70b893ea2c00]
1749746066.266647 cmdq_append <client-27297>: [server_client_command_done/0x70b893ea2d00]
1749746066.266650 cmdq_next <global>: waiting
1749746066.266652 cmdq_next </dev/pts/0>: waiting
1749746066.266654 cmdq_next <client-27227>: waiting
1749746066.266656 cmdq_next <client-27297>: enter
1749746066.266658 cmdq_next <client-27297>: [show-options/0x70b893ea2c00] (0), flags 0
1749746066.266660 cmd_find_best_session: 0 sessions to try
1749746066.266662 cmd_find_current_client: no target, return (nil)
1749746066.266664 cmd_find_best_session: 0 sessions to try
1749746066.266667 cmd_find_target: target none, type pane, item 0x70b893ea2c00, flags QUIET,CANFAIL
1749746066.266669 cmd_find_best_session: 0 sessions to try
1749746066.266671 cmd_find_target: error
1749746066.266673 format_defaults: c=none
1749746066.266675 format_defaults: s=none
1749746066.266677 format_defaults: wl=none
1749746066.266678 format_defaults: wp=none
1749746066.266681 format_expand1: expanding format: @sidebar-tree-focus
1749746066.266683 format_expand1: result is: @sidebar-tree-focus
1749746066.266685 unref client 0x70b893eda800 (4 references)
1749746066.266688 cmd_find_best_session: 0 sessions to try
1749746066.266690 unref client 0x70b893eda800 (3 references)
1749746066.266693 cmdq_next <client-27297>: [server_client_command_done/0x70b893ea2d00] (1), flags 0
1749746066.266695 unref client 0x70b893eda800 (2 references)
1749746066.266697 cmdq_next <client-27297>: exit (empty)
1749746066.266698 cmdq_next <global>: waiting
1749746066.266700 cmdq_next </dev/pts/0>: waiting
1749746066.266702 cmdq_next <client-27227>: waiting
1749746066.266704 cmdq_next <client-27297>: empty
1749746066.266706 sending message 203 to peer 0x70b893f3ed40 (4 bytes)
1749746066.266731 cmdq_next <global>: waiting
1749746066.266734 cmdq_next </dev/pts/0>: waiting
1749746066.266742 cmdq_next <client-27227>: waiting
1749746066.266744 cmdq_next <client-27297>: empty
1749746066.267416 lost client 0x70b893eda800
1749746066.267443 remove peer 0x70b893f3ed40
1749746066.267455 unref client 0x70b893eda800 (1 references)
1749746066.267459 free client 0x70b893eda800 (0 references)
1749746066.267463 cmdq_next <global>: waiting
1749746066.267466 cmdq_next </dev/pts/0>: waiting
1749746066.267469 cmdq_next <client-27227>: waiting
1749746066.271723 add peer 0x70b893f3ee80: 12 (0x70b893eda800)
1749746066.271737 new client 0x70b893eda800
1749746066.271741 cmdq_next <global>: waiting
1749746066.271743 cmdq_next </dev/pts/0>: waiting
1749746066.271746 cmdq_next <client-27227>: waiting
1749746066.271793 peer 0x70b893f3ee80 message 111
1749746066.271796 client 0x70b893eda800 IDENTIFY_LONGFLAGS 0x10000
1749746066.271799 peer 0x70b893f3ee80 message 111
1749746066.271801 client 0x70b893eda800 IDENTIFY_LONGFLAGS 0x10000
1749746066.271804 peer 0x70b893f3ee80 message 101
1749746066.271806 client 0x70b893eda800 IDENTIFY_TERM xterm-256color
1749746066.271809 peer 0x70b893f3ee80 message 109
1749746066.271811 client 0x70b893eda800 IDENTIFY_FEATURES 
1749746066.271814 peer 0x70b893f3ee80 message 102
1749746066.271816 client 0x70b893eda800 IDENTIFY_TTYNAME 
1749746066.271819 peer 0x70b893f3ee80 message 108
1749746066.271825 client 0x70b893eda800 IDENTIFY_CWD /home/sergiop/Downloads/My-parrot-Configurations
1749746066.271828 peer 0x70b893f3ee80 message 104
1749746066.271830 client 0x70b893eda800 IDENTIFY_STDIN 13
1749746066.271833 cmdq_next <global>: waiting
1749746066.271836 cmdq_next </dev/pts/0>: waiting
1749746066.271838 cmdq_next <client-27227>: waiting
1749746066.271874 peer 0x70b893f3ee80 message 110
1749746066.271877 client 0x70b893eda800 IDENTIFY_STDOUT 14
1749746066.271879 peer 0x70b893f3ee80 message 107
1749746066.271882 client 0x70b893eda800 IDENTIFY_CLIENTPID 27299
1749746066.271885 peer 0x70b893f3ee80 message 105
1749746066.271888 client 0x70b893eda800 IDENTIFY_ENVIRON SHELL=/bin/sh
1749746066.271890 peer 0x70b893f3ee80 message 105
1749746066.271893 client 0x70b893eda800 IDENTIFY_ENVIRON LSCOLORS=Gxfxcxdxbxegedabagacad
1749746066.271896 peer 0x70b893f3ee80 message 105
1749746066.271899 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_mode_bg=#ffff00
1749746066.271901 peer 0x70b893f3ee80 message 105
1749746066.271904 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_left_separator_sub=\\uE0B1
1749746066.271907 peer 0x70b893f3ee80 message 105
1749746066.271910 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_window_status_last_bg=#303030
1749746066.271912 peer 0x70b893f3ee80 message 105
1749746066.271915 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_status_left_bg=#ffff00,#ff00af,#5fff00
1749746066.271918 peer 0x70b893f3ee80 message 105
1749746066.271921 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_new_window_reconnect_ssh=false
1749746066.271923 peer 0x70b893f3ee80 message 105
1749746066.271926 client 0x70b893eda800 IDENTIFY_ENVIRON LESS=-R
1749746066.271928 peer 0x70b893f3ee80 message 105
1749746066.271931 client 0x70b893eda800 IDENTIFY_ENVIRON WSL2_GUI_APPS_ENABLED=1
1749746066.271934 peer 0x70b893f3ee80 message 105
1749746066.271937 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_window_status_activity_attr=underscore
1749746066.271939 peer 0x70b893f3ee80 message 105
1749746066.271943 client 0x70b893eda800 IDENTIFY_ENVIRON TMUX_CONF=/home/sergiop/.tmux.conf
1749746066.271945 peer 0x70b893f3ee80 message 105
1749746066.271948 client 0x70b893eda800 IDENTIFY_ENVIRON WSL_DISTRO_NAME=kali-linux
1749746066.271950 peer 0x70b893f3ee80 message 105
1749746066.271953 client 0x70b893eda800 IDENTIFY_ENVIRON TMUX=/tmp/tmux-1000/default,27205,-1
1749746066.271956 peer 0x70b893f3ee80 message 105
1749746066.271958 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_mouse_fg=none
1749746066.271961 peer 0x70b893f3ee80 message 105
1749746066.271964 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_colour_1=#080808
1749746066.271966 peer 0x70b893f3ee80 message 105
1749746066.271969 client 0x70b893eda800 IDENTIFY_ENVIRON WT_SESSION=9748e60c-1760-429b-9a27-a763b45f0333
1749746066.271980 peer 0x70b893f3ee80 message 105
1749746066.271983 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_colour_2=#303030
1749746066.271986 peer 0x70b893f3ee80 message 105
1749746066.271988 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_colour_3=#8a8a8a
1749746066.271991 peer 0x70b893f3ee80 message 105
1749746066.271993 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_colour_4=#00afff
1749746066.271996 peer 0x70b893f3ee80 message 105
1749746066.271999 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_colour_5=#ffff00
1749746066.272001 peer 0x70b893f3ee80 message 105
1749746066.272004 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_colour_6=#080808
1749746066.272006 peer 0x70b893f3ee80 message 105
1749746066.272009 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_colour_7=#e4e4e4
1749746066.272012 peer 0x70b893f3ee80 message 105
1749746066.272014 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_colour_8=#080808
1749746066.272017 peer 0x70b893f3ee80 message 105
1749746066.272020 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_colour_9=#ffff00
1749746066.272022 peer 0x70b893f3ee80 message 105
1749746066.272025 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_clock_colour=#00afff
1749746066.272027 peer 0x70b893f3ee80 message 105
1749746066.272030 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_root_fg=none
1749746066.272033 peer 0x70b893f3ee80 message 105
1749746066.272035 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme=enabled
1749746066.272038 peer 0x70b893f3ee80 message 105
1749746066.272041 client 0x70b893eda800 IDENTIFY_ENVIRON TMUX_PLUGIN_MANAGER_PATH=/home/sergiop/.tmux/plugins/
1749746066.272043 peer 0x70b893f3ee80 message 105
1749746066.272046 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_update_plugins_on_launch=true
1749746066.272049 peer 0x70b893f3ee80 message 105
1749746066.272051 client 0x70b893eda800 IDENTIFY_ENVIRON NMAP_PRIVILEGED=
1749746066.272054 peer 0x70b893f3ee80 message 105
1749746066.272057 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_update_plugins_on_reload=true
1749746066.272059 peer 0x70b893f3ee80 message 105
1749746066.272062 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_status_attr=none
1749746066.272065 peer 0x70b893f3ee80 message 105
1749746066.272068 client 0x70b893eda800 IDENTIFY_ENVIRON ASSET=Forensics
1749746066.272070 peer 0x70b893f3ee80 message 105
1749746066.272073 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_window_status_bell_bg=default
1749746066.272075 peer 0x70b893f3ee80 message 105
1749746066.272078 client 0x70b893eda800 IDENTIFY_ENVIRON NAME=DESKTOP-VCU4BEJ
1749746066.272081 peer 0x70b893f3ee80 message 105
1749746066.272084 client 0x70b893eda800 IDENTIFY_ENVIRON PWD=/home/sergiop/Downloads/My-parrot-Configurations
1749746066.272086 peer 0x70b893f3ee80 message 105
1749746066.272089 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_left_separator_main=\\uE0B0
1749746066.272091 peer 0x70b893f3ee80 message 105
1749746066.272094 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_pane_active_indicator=#00afff
1749746066.272097 peer 0x70b893f3ee80 message 105
1749746066.272099 client 0x70b893eda800 IDENTIFY_ENVIRON LOGNAME=sergiop
1749746066.272102 peer 0x70b893f3ee80 message 105
1749746066.272105 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_prefix_bg=none
1749746066.272107 peer 0x70b893f3ee80 message 105
1749746066.272110 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_root_attr=bold,blink
1749746066.272113 peer 0x70b893f3ee80 message 105
1749746066.272117 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_status_right= #{prefix}#{mouse}#{pairing}#{synchronized}#{?battery_status,#{battery_status},}#{?battery_bar, #{battery_bar},}#{?battery_percentage, #{battery_percentage},} , %R , %d %b | #{username}#{root} | #{hostname} 
1749746066.272120 peer 0x70b893f3ee80 message 105
1749746066.272123 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_battery_status_discharging=\342\206\223
1749746066.272131 peer 0x70b893f3ee80 message 105
1749746066.272135 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_status_bg=#080808
1749746066.272137 peer 0x70b893f3ee80 message 105
1749746066.272140 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_synchronized_attr=none
1749746066.272143 peer 0x70b893f3ee80 message 105
1749746066.272145 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_battery_bar_symbol_full=\342\227\274
1749746066.272148 peer 0x70b893f3ee80 message 105
1749746066.272151 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_pane_border=#303030
1749746066.272153 peer 0x70b893f3ee80 message 105
1749746066.272156 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_window_status_activity_fg=default
1749746066.272159 peer 0x70b893f3ee80 message 105
1749746066.272162 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_window_status_bg=#080808
1749746066.272164 peer 0x70b893f3ee80 message 105
1749746066.272167 client 0x70b893eda800 IDENTIFY_ENVIRON HOME=/home/sergiop
1749746066.272169 peer 0x70b893f3ee80 message 105
1749746066.272172 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_battery_bar_symbol_empty=\342\227\273
1749746066.272175 peer 0x70b893f3ee80 message 105
1749746066.272178 client 0x70b893eda800 IDENTIFY_ENVIRON LANG=en_US.UTF-8
1749746066.272180 peer 0x70b893f3ee80 message 105
1749746066.272183 client 0x70b893eda800 IDENTIFY_ENVIRON WSL_INTEROP=/run/WSL/901_interop
1749746066.272186 peer 0x70b893f3ee80 message 105
1749746066.272202 client 0x70b893eda800 IDENTIFY_ENVIRON LS_COLORS=rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=00:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.7z=01;31:*.ace=01;31:*.alz=01;31:*.apk=01;31:*.arc=01;31:*.arj=01;31:*.bz=01;31:*.bz2=01;31:*.cab=01;31:*.cpio=01;31:*.crate=01;31:*.deb=01;31:*.drpm=01;31:*.dwm=01;31:*.dz=01;31:*.ear=01;31:*.egg=01;31:*.esd=01;31:*.gz=01;31:*.jar=01;31:*.lha=01;31:*.lrz=01;31:*.lz=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.lzo=01;31:*.pyz=01;31:*.rar=01;31:*.rpm=01;31:*.rz=01;31:*.sar=01;31:*.swm=01;31:*.t7z=01;31:*.tar=01;31:*.taz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tgz=01;31:*.tlz=01;31:*.txz=01;31:*.tz=01;31:*.tzo=01;31:*.tzst=01;31:*.udeb=01;31:*.war=01;31:*.whl=01;31:*.wim=01;31:*.xz=01;31:*.z=01;31:*.zip=01;31:*.zoo=01;31:*.zst=01;31:*.avif=01;35:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.webp=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:*~=00;90:*#=00;90:*.bak=00;90:*.crdownload=00;90:*.dpkg-dist=00;90:*.dpkg-new=00;90:*.dpkg-old=00;90:*.dpkg-tmp=00;90:*.old=00;90:*.orig=00;90:*.part=00;90:*.rej=00;90:*.rpmnew=00;90:*.rpmorig=00;90:*.rpmsave=00;90:*.swp=00;90:*.tmp=00;90:*.ucf-dist=00;90:*.ucf-new=00;90:*.ucf-old=00;90:
1749746066.272206 peer 0x70b893f3ee80 message 105
1749746066.272209 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_pairing=\342\232\207
1749746066.272211 peer 0x70b893f3ee80 message 105
1749746066.272214 client 0x70b893eda800 IDENTIFY_ENVIRON WAYLAND_DISPLAY=wayland-0
1749746066.272217 peer 0x70b893f3ee80 message 105
1749746066.272220 client 0x70b893eda800 IDENTIFY_ENVIRON tmux_conf_theme_message_fg=#080808
